marka,seri,model,yil,yakit tipi,vites tipi,motor hacmi,motor gucu,kilometre,boya-degisen,takasa uygun,kimden,fiyat,url
nissan,micra,1.4 tekna,2005,lpg & benzin,otomatik,1386 cc,88 hp,109.000 km,5 boyali,takasa uygun,sahibinden,125.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-4-tekna/sahibinden-nissan-micra-1-4-tekna-2005-model/18341435
nissan,primera,2.0 se,1999,lpg & benzin,otomatik,1801 - 2000 cm3,101 - 125 hp,185.000 km,tamami orjinal,takasa uygun,sahibinden,66.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/sahibinden-nissan-primera-2-0-se-1999-model-trabzon/17534653
nissan,primera,1.6 tekna,2004,lpg & benzin,duz,1596 cc,109 hp,265.000 km,5 boyali,takasa uygun degil,sahibinden,82.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/sahibinden-nissan-primera-1-6-tekna-2004-model/18336565
nissan,primera,2.0 elegance,2000,lpg & benzin,otomatik,1998 cc,140 hp,254.000 km,"2 degisen, 8 boyali",takasa uygun degil,sahibinden,67.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-elegance/nissan-primera-2-0-elegance-full-otomatic-vites/17866447
nissan,note,1.2 tekna,2014,benzin,duz,1198 cc,80 hp,92.000 km,belirtilmemis,takasa uygun degil,sahibinden,135.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-2-tekna/sahibinden-nissan-note-1-2-tekna-2014-model/17899107
nissan,primera,1.6 comfort,2001,lpg & benzin,duz,1597 cc,106 hp,270.000 km,belirtilmemis,takasa uygun,sahibinden,73.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2001-model-karaman/18332699
nissan,micra,1.2 mood,2006,benzin,duz,1240 cc,65 hp,236.000 km,belirtilmemis,takasa uygun,sahibinden,76.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-mood/sahibinden-nissan-micra-1-2-mood-2006-model/18331520
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,250.000 km,"1 degisen, 9 boyali",takasa uygun degil,sahibinden,63.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2000-model/17918762
nissan,primera,2.0 se,1997,lpg & benzin,duz,1998 cc,125 hp,252.000 km,1 degisen,takasa uygun degil,sahibinden,48.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/sahibinden-nissan-primera-2-0-se-1997-model/18329949
nissan,almera,1.5 visia,2005,lpg & benzin,duz,1498 cc,98 hp,246.000 km,"1 degisen, 10 boyali",takasa uygun,galeriden,75.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-almera-1-5-visia/nissan-almera-1-5-visia-2005-degerini-bilen-bilir/14118721
nissan,primera,1.6 visia,2005,lpg & benzin,duz,1596 cc,109 hp,280.000 km,"1 degisen, 8 boyali",takasa uygun degil,sahibinden,80.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-visia/sahibinden-nissan-primera-1-6-visia-2005-model/18328255
nissan,100 nx,nx,1991,lpg & benzin,duz,1597 cc,90 hp,109.000 km,belirtilmemis,takasa uygun degil,sahibinden,45.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-100-nx/sahibinden-nissan-100-nx-1991-model/18323081
nissan,almera,1.5 luxury,2003,lpg & benzin,duz,1497 cc,90 hp,263.000 km,belirtilmemis,takasa uygun,sahibinden,67.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-luxury/sahibinden-nissan-almera-1-5-luxury-2003-model/18321068
nissan,almera,1.6 gx,2001,lpg & benzin,otomatik,1597 cc,100 hp,336.000 km,belirtilmemis,takasa uygun degil,sahibinden,76.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-6-gx/sahibinden-nissan-almera-1-6-gx-2001-model/18316127
nissan,micra,1.2 tekna,2006,benzin,duz,1240 cc,80 hp,63.000 km,"2 degisen, 8 boyali",takasa uygun degil,sahibinden,92.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-nissan-micra-1-2-tekna-2006-model/18320379
nissan,primera,1.6 gx,1998,lpg & benzin,duz,1597 cc,100 hp,253.000 km,belirtilmemis,takasa uygun degil,sahibinden,59.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-gx/sahibinden-nissan-primera-1-6-gx-1998-model/17910593
nissan,almera,1.5 comfort,2000,lpg & benzin,duz,1497 cc,90 hp,174.000 km,belirtilmemis,takasa uygun degil,sahibinden,85.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-comfort/sahibinden-nissan-almera-1-5-comfort-2000-model/17355621
nissan,almera,2.2,2006,dizel,duz,2001 - 2500 cm3,126 - 150 hp,220.000 km,"1 degisen, 2 boyali",takasa uygun degil,sahibinden,97.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-2-2/sahibinden-nissan-almera-2-2-2006-model-ankara/18314551
nissan,primera,1.6 tekna,2005,benzin,duz,1596 cc,109 hp,155.000 km,belirtilmemis,takasa uygun degil,sahibinden,85.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/emsallerinin-en-dolusu-japon-tanki/18309616
nissan,micra,1.2 tekna,2004,lpg & benzin,duz,1240 cc,80 hp,267.000 km,"3 degisen, 7 boyali",takasa uygun degil,sahibinden,68.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-nissan-micra-1-2-tekna-2004-model/18310283
nissan,almera,1.5 luxury,2000,lpg & benzin,duz,1497 cc,90 hp,270.000 km,belirtilmemis,takasa uygun degil,sahibinden,63.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-luxury/sahibinden-nissan-almera-1-5-luxury-2000-model/18305265
nissan,maxima,2.0 qx,1996,lpg & benzin,duz,1995 cc,140 hp,310.000 km,2 boyali,takasa uygun degil,sahibinden,39.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-maxima-2-0-qx/sahibinden-nissan-maxima-2-0-qx-1996-model/18304720
nissan,primera,2.0 se,1997,lpg & benzin,duz,1998 cc,130 hp,401.000 km,belirtilmemis,takasa uygun degil,sahibinden,50.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/sahibinden-nissan-primera-2-0-se-1997-model/18299461
nissan,laurel altima,2.0,1993,lpg & benzin,otomatik,1998 cc,125 hp,364.000 km,belirtilmemis,takasa uygun,sahibinden,35.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-laurel-altima-2-0/sahibinden-nissan-laurel-altima-2-0-1993-model/18298297
nissan,note,1.6 tekna,2008,lpg & benzin,otomatik,1598 cc,110 hp,83.500 km,tamami orjinal,takasa uygun degil,sahibinden,143.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-6-tekna/sahibinden-nissan-note-1-6-tekna-2008-model/18294710
nissan,primera,1.6 slx,1998,lpg & benzin,duz,1597 cc,100 hp,310.000 km,belirtilmemis,takasa uygun,sahibinden,57.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/temiz-nissan-takas-olur-pazarlik-olur-abs-klima-camlar-otomatik/18295328
nissan,almera,1.5 tekna,2006,lpg & benzin,duz,1498 cc,98 hp,175.550 km,3 boyali,takasa uygun degil,sahibinden,87.800 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2006-model-sedan/17440498
nissan,primera,1.6 comfort,2001,lpg & benzin,duz,1597 cc,106 hp,266.000 km,"1 degisen, 9 boyali",takasa uygun degil,sahibinden,73.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2001-model/18288121
nissan,almera,1.5 tekna,2005,lpg & benzin,duz,1498 cc,98 hp,257.000 km,belirtilmemis,takasa uygun,sahibinden,75.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2005-model/18290679
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,185.000 km,"1 degisen, 1 boyali",takasa uygun degil,sahibinden,75.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2000-model/18288579
nissan,primera,1.6 tekna,2005,lpg & benzin,duz,1596 cc,109 hp,222.000 km,belirtilmemis,takasa uygun,sahibinden,80.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/nissan-primera-tekna-2005-acill/17182997
nissan,note,1.5 dci tekna,2011,dizel,duz,1461 cc,103 hp,171.000 km,1 boyali,takasa uygun degil,sahibinden,104.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-nissan-note-1-5-dci-tekna-2011-model-butun-agir-bakimlari-yapilmistir/18283723
nissan,primera,1.6 visia,2006,benzin,duz,1596 cc,109 hp,242.000 km,"3 degisen, 5 boyali",takasa uygun degil,galeriden,81.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-visia/nissan-primera-16-benzinli/17846963
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,220.000 km,belirtilmemis,takasa uygun degil,sahibinden,63.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2000-model/17874648
nissan,primera,2.0 gt,1998,lpg & benzin,duz,1801 - 2000 cm3,126 - 150 hp,280.000 km,belirtilmemis,takasa uygun degil,galeriden,62.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-2-0-gt/tank-misali/18277524
nissan,primera,1.6 tekna,2005,lpg & benzin,duz,1596 cc,109 hp,230.000 km,belirtilmemis,takasa uygun degil,sahibinden,80.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/nissan-primera-1-6-tekna-tertemiz-sorunsuz/18273340
nissan,note,1.5 dci visia,2009,dizel,duz,1461 cc,86 hp,193.000 km,belirtilmemis,takasa uygun degil,sahibinden,110.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-visia/sahibinden-nissan-note-1-5-dci-visia-2009-model-samsun/18272925
nissan,note,1.5 dci platinum,2014,dizel,duz,1461 cc,90 hp,169.000 km,belirtilmemis,takasa uygun,galeriden,109.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-note-1-5-dci-platinum/deniz-auto-dan-masrafsiz-aile-araci-nissan-note-eco/17850043
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,150.500 km,"1 degisen, 2 boyali",takasa uygun degil,sahibinden,85.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/orijinal-garaj-arabam-satilik-150-binde/15243457
nissan,almera,1.5 tekna,2004,lpg & benzin,duz,,,183.000 km,1 boyali,takasa uygun degil,sahibinden,83.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2004-model/18272866
nissan,note,1.4 tekna,2006,benzin,duz,1386 cc,88 hp,166.500 km,"2 degisen, 5 boyali",takasa uygun,sahibinden,79.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-4-tekna/sahibinden-nissan-note-1-4-tekna-2006-model/17867295
nissan,almera,1.5 luxury,2001,benzin,duz,1497 cc,90 hp,305.000 km,belirtilmemis,takasa uygun degil,sahibinden,63.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-luxury/sahibinden-nissan-almera-1-5-luxury-2001-model/18269855
nissan,micra,1.2 mood,2008,benzin,duz,1240 cc,65 hp,142.000 km,3 boyali,takasa uygun degil,sahibinden,92.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-mood/nissan-ozelservisinden-micra-1-2-mood-2008-model/18267178
nissan,micra,1.2 mood,2008,benzin,duz,1240 cc,65 hp,142.000 km,3 boyali,takasa uygun degil,sahibinden,92.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-mood/nissan-ozelservisinden-micra-1-2-mood-2008-model/15657984
nissan,micra,1.3 magic,1999,benzin,duz,1275 cc,75 hp,166.000 km,3 boyali,takasa uygun,sahibinden,70.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-3-magic/daha-166-bin-km-de-hic-tup-takilmamis-park-sensorlu-avrupa-kasa-sahibinden-nissan-micra-1-3-magic-19/16961459
nissan,micra,1.2 passion,2011,benzin,otomatik,1240 cc,80 hp,76.000 km,5 boyali,takasa uygun degil,galeriden,135.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/nissan-micra-otomatik-acil-satilik/17860849
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,245.000 km,"2 degisen, 8 boyali",takasa uygun,sahibinden,67.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2000-model/18255650
nissan,micra,1.2 mood,2005,benzin,duz,1240 cc,65 hp,96.000 km,belirtilmemis,takasa uygun degil,sahibinden,90.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-mood/sahibinden-nissan-micra-1-2-mood-2005-model/18252929
nissan,micra,1.2 tekna,2011,benzin,duz,1198 cc,80 hp,84.000 km,belirtilmemis,takasa uygun,galeriden,115.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/2011-nissan-micra-senetle-taksitlendirme-secenegimiz-vardir/17859716
nissan,micra,1.2 punch,2012,benzin,otomatik,1198 cc,80 hp,79.250 km,11 boyali,takasa uygun degil,sahibinden,139.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-punch/hemsireden-dusuk-kilometreli-otomatik/18253935
nissan,almera,1.5 tekna,2004,lpg & benzin,duz,1498 cc,98 hp,126.000 km,tamami orjinal,takasa uygun,sahibinden,93.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2004-model/18251685
nissan,micra,1.3 magic,2000,lpg & benzin,otomatik,1275 cc,75 hp,201.000 km,belirtilmemis,takasa uygun degil,galeriden,65.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-3-magic/galeriden-nissan-micra-1-3-magic-2000-model-balikesir/17838109
nissan,note,1.5 dci tekna,2011,dizel,duz,1461 cc,103 hp,155.000 km,6 boyali,takasa uygun degil,sahibinden,115.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-nissan-note-1-5-dci-tekna-2011-model/18246516
nissan,micra,1.2 passion,2005,lpg & benzin,duz,1240 cc,80 hp,108.000 km,belirtilmemis,takasa uygun degil,sahibinden,81.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-passion/sahibinden-nissan-micra-1-2-passion-2006model/17847994
nissan,micra,1.2 passion,2011,benzin,duz,1240 cc,80 hp,75.000 km,belirtilmemis,takasa uygun degil,sahibinden,115.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-passion/sahibinden-nissan-micra-1-2-passion-2011-model/18243489
nissan,almera,1.5 tekna,2007,lpg & benzin,duz,1498 cc,98 hp,211.000 km,belirtilmemis,takasa uygun degil,galeriden,77.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-almera-1-5-tekna/2007-nissan/18245402
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,316.000 km,belirtilmemis,takasa uygun degil,sahibinden,73.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2000-model/18240178
nissan,almera,1.5 luxury,2001,lpg & benzin,duz,1497 cc,90 hp,320.496 km,belirtilmemis,takasa uygun,sahibinden,63.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-luxury/sahibinden-nissan-almera-1-5-luxury-2001-model-fiyat-dustu-son-1-hafta/18240207
nissan,almera,1.5 tekna,2006,benzin,duz,1498 cc,98 hp,123.750 km,"3 degisen, 4 boyali",takasa uygun degil,sahibinden,84.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/kiyaslayin-ben-buradayim/17459293
nissan,micra,1.2 tekna,2005,benzin,otomatik,1201 - 1400 cm3,76 - 100 hp,145.000 km,belirtilmemis,takasa uygun degil,galeriden,117.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/otomix-2005-nissan-micra-tekna-tam-otomatik-sadece-145000-km/18235494
nissan,primera,1.6 visia,2005,lpg & benzin,duz,1596 cc,109 hp,317.000 km,belirtilmemis,takasa uygun degil,sahibinden,75.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-visia/son-firrsat-sahibinden-nissan-primera-1-6-visia-2005-model/17833642
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,316.000 km,belirtilmemis,takasa uygun,sahibinden,73.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2000-model-deri-koltuk-4-cam-otomatik/18230093
nissan,micra,1.2 street,2015,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,32.000 km,belirtilmemis,takasa uygun,galeriden,154.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-street/ismira-auto-danmicra-streetotomatik2015-mdl32-000-km-de/18233327
nissan,primera,1.6,2000,lpg & benzin,duz,1597 cc,100 hp,255.000 km,belirtilmemis,takasa uygun,galeriden,60.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6/sifir-vize-lpg-li-nissan-primera-2000-model/12642891
